GeneSymbol,Ensemble,Gene description,0H_sorted.bam,1H_sorted.bam,2H_sorted.bam,4H_sorted.bam,8H_sorted.bam,12H_sorted.bam,24H_sorted.bam
OGG1,ENSG00000114026,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125],15.126972,17.79012,14.107567,21.26383,18.710583,22.895662,24.005857
FAM162A,ENSG00000114023,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865],23.40282,19.912056,26.088484,18.24239,21.2947,19.776146,16.108309
NIT2,ENSG00000114021,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878],17.474068,16.83581,19.60901,15.74991,16.336784,15.633661,14.653131
AMOTL2,ENSG00000114019,angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812],49.372643,75.53691,41.56865,121.305016,97.20139,121.08466,164.98141
CD86,ENSG00000114013,CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705],1.5050625,3.0065248,1.9663769,3.8370914,4.1520605,4.4729657,5.74357
NPHP3,ENSG00000113971,nephrocystin 3 [Source:HGNC Symbol;Acc:HGNC:7907],38.391617,52.062355,33.642605,60.213623,55.224747,66.45143,80.83088
ARL6,ENSG00000113966,ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210],13.511673,8.968666,14.67557,8.420332,10.911971,9.356569,5.527061
CLDN16,ENSG00000113946,claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037],0.47989464,0.28842843,0.25226685,0.3102233,0.17610943,0.18320659,0.13013527
HGD,ENSG00000113924,"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]",0.36969945,0.1869365,0.5338962,0.1644242,0.15706472,0.2567626,0.08621768
BCL6,ENSG00000113916,BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001],67.92887,85.742744,64.77669,82.926186,71.73672,93.86804,81.60298
KNG1,ENSG00000113889,kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383],1.3266999,1.7806207,1.2032441,0.4097577,0.76046795,0.60497,0.21486107
CRBN,ENSG00000113851,cereblon [Source:HGNC Symbol;Acc:HGNC:30185],57.692307,61.78499,71.1961,56.100716,69.33765,66.15991,68.202354
TIMMDC1,ENSG00000113845,translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321],34.941074,40.3617,37.40029,43.49715,46.709045,46.974865,53.255768
TBCCD1,ENSG00000113838,TBCC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25546],17.36324,18.224897,14.211234,18.351862,20.381937,19.03656,21.485027
ACTR8,ENSG00000113812,actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672],67.27647,65.094055,77.9082,61.390205,76.35283,71.05998,68.09113
SELENOK,ENSG00000113811,selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394],34.057777,40.20497,44.932148,35.80523,39.732143,40.161945,40.02216
SMC4,ENSG00000113810,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],18.833553,22.92594,18.7586,30.849998,30.549292,31.92198,44.902164
CNTN3,ENSG00000113805,contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173],11.018165,9.056228,9.946196,7.735795,7.6987906,7.2960486,3.0755215
EHHADH,ENSG00000113790,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247],2.9222806,2.7425103,3.2986186,2.3000083,2.9360588,2.6674006,2.246161
XYLB,ENSG00000093217,xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839],10.698628,10.078227,8.232738,8.899314,6.9000607,9.328184,6.862894
SEC22C,ENSG00000093183,"SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]",11.955867,12.5668545,12.011058,12.979442,15.49526,16.476345,17.080654
LRRFIP2,ENSG00000093167,LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703],15.648844,19.049932,11.076043,19.274445,17.318888,21.311892,22.642372
CCDC80,ENSG00000091986,coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649],7.60377,9.673268,7.167394,10.204387,10.196477,8.835503,9.175933
CD200,ENSG00000091972,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203],37.648525,35.406956,42.125557,29.415524,36.774612,32.992706,25.758299
CDV3,ENSG00000091527,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928],70.16695,68.64814,72.010056,75.057785,77.60888,78.59778,76.31667
TF,ENSG00000091513,transferrin [Source:HGNC Symbol;Acc:HGNC:11740],83.731865,169.40753,86.0392,212.08336,208.55173,252.04262,311.2035
CMTM6,ENSG00000091317,CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177],8.820389,9.076453,11.251273,6.4521003,11.551805,8.55869,11.421789
IL5RA,ENSG00000091181,interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017],0.082935244,0.13046679,0.041659046,0.20287044,0.1006702,0.06283631,0
CHRD,ENSG00000090539,chordin [Source:HGNC Symbol;Acc:HGNC:1949],144.03601,136.55817,121.4084,91.8571,77.51555,90.11246,34.443554
THPO,ENSG00000090534,thrombopoietin [Source:HGNC Symbol;Acc:HGNC:11795],15.447478,16.125797,12.765455,9.640557,8.951987,6.0407023,2.4404097
P3H2,ENSG00000090530,prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317],1.870738,1.9054185,1.5080459,1.5902177,1.6847713,1.7907685,1.9913852
DNAJB11,ENSG00000090520,DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889],40.547886,39.332184,42.113834,43.392113,49.350643,48.250854,52.161106
FETUB,ENSG00000090512,fetuin B [Source:HGNC Symbol;Acc:HGNC:3658],1.1646188,0.7851775,0.5118728,1.0359309,0.7775142,0.22059485,1.358005
SI,ENSG00000090402,sucrase-isomaltase [Source:HGNC Symbol;Acc:HGNC:10856],0.18072471,0.2933264,0.27738178,0.2902521,0.17062195,0,0.10536712
PCBP4,ENSG00000090097,poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652],76.435425,110.85259,74.98381,130.83676,127.07845,159.34102,178.04402
KIF9,ENSG00000088727,kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666],5.9538846,5.7980943,6.0266824,4.553751,3.7887363,4.41986,1.5778484
C3orf18,ENSG00000088543,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837],59.370914,49.94788,54.661694,39.932846,40.327568,38.650917,29.054874
DOCK3,ENSG00000088538,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989],13.884659,13.613343,11.508289,12.9941025,11.563863,13.468412,10.955689
MECOM,ENSG00000085276,MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498],0.64279646,0.76100934,0.5951241,0.5959118,0.73841614,0.72465146,0.75958085
MYNN,ENSG00000085274,myoneurin [Source:HGNC Symbol;Acc:HGNC:14955],36.30226,37.464024,44.620525,33.77906,40.183414,38.73676,35.493916
CHMP2B,ENSG00000083937,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537],16.934172,16.644672,21.709387,15.644746,19.525478,20.446278,21.848513
RNF13,ENSG00000082996,ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057],11.463408,15.1142025,13.03402,17.188,19.235342,21.28653,25.321455
ITGB5,ENSG00000082781,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160],6.044267,6.6949897,7.095002,6.3617406,6.5883064,6.3015246,5.902532
GSK3B,ENSG00000082701,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617],9.82442,9.241209,9.320736,8.5255,9.1606455,8.979575,7.4080396
SEMA5B,ENSG00000082684,semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737],10.441418,10.651422,6.839685,8.242056,6.387889,6.8883114,3.765735
UBA5,ENSG00000081307,ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230],56.31659,55.204063,64.29637,48.60821,56.093704,49.3849,44.271683
PCNP,ENSG00000081154,PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023],113.798355,115.000175,127.657326,93.298676,130.13751,127.250404,121.68935
IMPG2,ENSG00000081148,interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362],2.723656,2.2580836,2.1520903,2.0642836,1.7954397,1.4169482,0.92779744
CLDND1,ENSG00000080822,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322],90.35977,161.88129,99.04386,186.17485,222.83913,240.05212,302.88123
CPOX,ENSG00000080819,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321],64.36475,119.62143,60.158768,161.35385,146.48047,170.07176,218.86937
EPHA6,ENSG00000080224,EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296],3.0611591,2.5051835,3.0327117,1.7332335,1.1855232,1.3315862,0.37920156
CRYBG3,ENSG00000080200,crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427],18.434792,31.057798,17.247517,39.285606,37.301426,43.969715,59.490658
LXN,ENSG00000079257,latexin [Source:HGNC Symbol;Acc:HGNC:13347],4.5849333,4.3560615,4.961854,2.73545,3.3030305,4.7541137,2.4775379
LAMP3,ENSG00000078081,lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582],0.43243244,0.64787287,0.7240478,0.34725305,0.49574292,0.24269232,0.28013238
MCCC1,ENSG00000078070,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936],18.838367,20.432512,19.161896,20.527039,20.471788,23.337582,22.717983
TOP2B,ENSG00000077097,DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990],118.755875,119.53807,135.54216,113.721725,136.3789,132.75333,128.24246
RARB,ENSG00000077092,retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865],1.4730843,1.1724601,1.452611,0.84519297,0.75936526,0.8376636,0.22021686
MLH1,ENSG00000076242,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],23.616442,29.502588,24.510494,31.008307,31.76513,33.90044,39.808575
PTPN23,ENSG00000076201,protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406],71.42637,78.00605,49.03023,83.738014,66.709785,82.21074,81.92026
MKRN2,ENSG00000075975,makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113],28.617569,26.501484,30.324871,25.76439,28.537369,29.924536,24.392174
EXOSC7,ENSG00000075914,exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112],13.398875,14.298303,17.548496,14.038766,13.849435,14.822766,12.729061
RAB7A,ENSG00000075785,"RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]",29.354383,29.816284,33.576897,32.13693,32.86645,32.653004,32.256252
DLG1,ENSG00000075711,discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900],20.849806,26.478474,22.26472,28.799397,31.360039,34.32069,38.63659
PLD1,ENSG00000075651,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067],6.677844,13.582244,6.2625394,18.150452,18.529284,22.14282,29.889656
FNDC3B,ENSG00000075420,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670],4.849596,5.3406577,5.0703583,5.1219354,4.7066293,4.502229,4.592172
MGLL,ENSG00000074416,monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038],5.1221466,5.294462,5.2495375,4.5775933,4.9405503,4.965781,3.432688
ST6GAL1,ENSG00000073849,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]",6.680085,8.02979,7.3368907,9.642901,9.805703,10.789381,11.341376
MAP3K13,ENSG00000073803,mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852],6.786189,5.6849327,5.5553737,5.3394976,4.6986485,4.845125,3.6991637
IGF2BP2,ENSG00000073792,insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867],0.20406137,0.21690018,0.18007053,0.23302346,0.14727993,0.2716089,0.2572389
PPP2R3A,ENSG00000073711,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307],6.3128886,9.671841,6.859044,12.585658,12.58039,14.376704,18.262054
TP63,ENSG00000073282,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979],0.067697674,0.054938577,0.07556687,0.045999266,0.018260939,0.028495273,0.039469473
MCM2,ENSG00000073111,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944],12.319474,13.094571,13.013976,15.687622,16.11584,17.133194,20.625616
SIDT1,ENSG00000072858,SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967],15.501166,13.433079,11.47559,10.7892685,10.231486,10.150562,4.5787187
TRNT1,ENSG00000072756,tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341],21.338789,22.288216,27.740532,23.215384,25.496391,24.203707,22.447468
TFRC,ENSG00000072274,transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763],49.84157,50.684563,54.014088,41.34563,48.408638,43.36895,33.656097
HLTF,ENSG00000071794,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099],49.337208,45.78014,56.370354,45.142685,55.477707,56.079834,52.094963
LMCD1,ENSG00000071282,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633],1.4959787,2.128192,1.3098534,2.4721277,2.4156208,2.4089844,2.6725936
RAD18,ENSG00000070950,RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278],1.9854331,2.3621726,1.9732658,1.5818869,2.1264708,1.964136,1.9127566
ZXDC,ENSG00000070476,ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160],37.293358,45.308884,28.892786,49.741356,40.67165,49.664783,53.017548
PFN2,ENSG00000070087,profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882],41.3227,37.62741,51.306957,30.73409,41.226925,36.227943,23.284363
ATP1B3,ENSG00000069849,ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806],27.86261,26.873583,28.58891,20.925154,24.432806,24.115267,17.227383
IFT80,ENSG00000068885,intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262],11.364988,13.478035,12.52299,14.503935,16.74293,19.096687,21.477633
IP6K2,ENSG00000068745,inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313],25.730167,25.348818,25.786577,23.638893,26.224031,26.798431,26.728453
RASSF1,ENSG00000068028,Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882],18.483793,25.58549,21.753677,31.07578,26.988699,30.33146,38.941254
HYAL2,ENSG00000068001,hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321],127.37833,148.75539,133.54977,137.84343,141.9754,180.32181,172.11688
RHOA,ENSG00000067560,ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667],31.826792,36.59691,39.15101,35.470078,43.65897,44.26947,47.244835
ZBTB11,ENSG00000066422,zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16740],81.378685,77.06541,89.90169,73.0317,85.75429,84.57529,79.52479
MYLK,ENSG00000065534,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590],9.883952,9.655916,8.135772,9.437154,9.647603,10.146891,10.292324
NDUFB4,ENSG00000065518,NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699],113.59223,100.00161,136.75298,95.89494,117.84865,112.58575,112.45411
PDIA5,ENSG00000065485,protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811],4.6143246,4.218951,3.9450443,3.4859722,3.0307088,4.0627804,2.9629812
ST3GAL6,ENSG00000064225,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]",8.722433,8.929521,7.7915745,7.6611395,9.195972,8.998818,8.375184
TNK2,ENSG00000061938,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297],76.8978,85.864975,60.19554,81.432945,68.530365,82.994316,61.361694
ACAA1,ENSG00000060971,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82],29.782494,35.474464,28.565332,33.212265,31.95255,35.720287,37.53075
DGKG,ENSG00000058866,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853],7.6705112,7.7255707,6.2747645,6.6391873,6.7512627,7.545042,4.0221663
SEC61A1,ENSG00000058262,SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276],67.953896,68.90043,71.23738,68.51114,73.76433,77.30403,79.70313
ATP11B,ENSG00000058063,ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553],23.56256,24.590658,23.796783,25.513124,27.767513,30.167753,31.615984
USP13,ENSG00000058056,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611],8.924774,8.5368805,7.450156,10.233103,9.141952,10.973503,11.911743
DCBLD2,ENSG00000057019,"discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]",9.446362,8.181305,8.062674,6.9495635,7.6672106,8.203065,5.8768396
IL17RB,ENSG00000056736,interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015],23.352577,26.766201,29.586725,24.924286,23.295748,24.56294,24.19797
ITIH4,ENSG00000055955,inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169],31.241205,41.42942,18.166788,39.743443,25.759533,41.29821,28.158508
MCF2L2,ENSG00000053524,MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319],15.103536,16.800861,17.243704,13.733508,14.629841,15.516555,10.398547
PIK3CB,ENSG00000051382,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]",19.81453,18.559044,20.954771,16.155903,20.448267,19.39454,14.831575
POLQ,ENSG00000051341,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186],1.3713492,1.3361166,0.806553,0.84924036,0.60052025,0.8329614,0.42506742
MAP4,ENSG00000047849,microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862],30.567978,42.93834,33.680832,50.40156,48.63342,54.769302,64.33776
CP,ENSG00000047457,ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295],1.4809828,7.1670322,1.5639011,12.237763,12.828882,11.029479,12.421917
EPHA3,ENSG00000044524,EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387],3.1667707,2.7332735,3.0579965,2.0633538,2.2234015,2.127559,1.1924722
DCUN1D1,ENSG00000043093,defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184],14.411028,14.339033,16.077427,14.513857,16.96031,17.643806,18.021675
PARP3,ENSG00000041880,poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273],78.49149,73.03841,74.11798,78.57973,68.29368,81.49951,65.06861
LSG1,ENSG00000041802,large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652],25.605406,24.443468,27.277807,27.13609,29.739548,30.658962,30.446255
TBC1D23,ENSG00000036054,TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622],23.482727,23.553728,23.450426,22.632055,24.85862,25.644255,26.129995
ASTE1,ENSG00000034533,asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021],23.811253,26.347761,23.975868,28.089539,28.374361,30.617884,41.901653
SLC4A7,ENSG00000033867,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033],41.924797,39.866093,52.985188,33.21697,41.631382,35.994835,23.68639
ARHGAP31,ENSG00000031081,Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216],13.297241,15.61743,12.285164,16.316196,13.258463,15.9016695,13.631709
ALAS1,ENSG00000023330,5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396],88.28962,82.94925,91.774376,75.576454,77.499886,87.30931,68.48988
WWTR1,ENSG00000018408,WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042],1.690359,2.1553605,1.6020398,2.4012666,2.4942698,2.525747,3.02829
ATP2C1,ENSG00000017260,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211],26.625652,27.6385,28.385952,25.648724,29.053036,29.159643,27.410812
GLT8D1,ENSG00000016864,glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870],71.89259,67.253815,67.8736,60.86675,70.44379,74.59518,73.93238
CHDH,ENSG00000016391,choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288],13.260965,13.61506,14.368503,12.885188,13.425791,12.929521,11.973533
ACPP,ENSG00000014257,acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125],0.31415668,1.1472616,0.66573334,1.0042484,1.0010078,1.2397001,2.014775
CLDN11,ENSG00000013297,claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514],30.165323,68.88724,30.598658,84.005356,88.35873,102.516174,135.49585
SLC7A14,ENSG00000013293,solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326],17.616653,13.258853,15.9690695,13.48018,17.009201,14.530984,9.870073
LTF,ENSG00000012223,lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720],0.16132285,0.29456562,0.60775334,0.5605352,0.22029784,0.2037118,0.37622136
SEMA3B,ENSG00000012171,semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724],115.7273,283.24777,115.40666,368.99332,324.93854,435.49936,541.6435
LARS2,ENSG00000011376,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",7.6283984,7.0980034,7.9552293,7.244352,7.105404,7.650043,6.48192
ABHD5,ENSG00000011198,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",8.178204,9.16409,9.276995,11.529726,11.517559,11.610851,14.725794
STAB1,ENSG00000010327,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628],34.227314,39.96261,34.49729,38.628574,30.889296,41.142075,39.550877
NISCH,ENSG00000010322,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],173.96117,181.97098,167.63017,156.91856,150.99849,164.27074,111.4402
SEMA3G,ENSG00000010319,semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400],40.804455,36.41862,28.699148,28.182718,22.898855,44.390163,22.09421
PHF7,ENSG00000010318,PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458],12.555846,16.099194,11.897993,18.242945,13.370766,18.48129,19.670712
HHATL,ENSG00000010282,hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242],159.46877,218.98274,159.98254,241.29877,247.30594,269.57068,325.55365
UQCRC1,ENSG00000010256,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],155.24008,152.4792,179.32086,131.47546,152.24963,146.99669,132.13622
SEC62,ENSG00000008952,"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]",61.785187,65.38927,76.59886,69.11794,74.806175,73.404625,75.60834
SS18L2,ENSG00000008324,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593],10.696798,10.834484,14.000302,10.134628,11.9783945,14.458704,11.858146
